TEAM,YEAR,LEAGUE,DIVISION,PIT_TEAM,PIT_LEAGUE,PIT_DIVISION,PIT_LG_DIV,BAT_TEAM,BAT_LEAGUE,BAT_DIVISION,BAT_LG_DIV
SFN,1997,NL,West,SFN,NL,West,NL - West,SFN,NL,West,NL - West
SFN,1998,NL,West,SFN,NL,West,NL - West,SFN,NL,West,NL - West
SFN,1999,NL,West,SFN,NL,West,NL - West,SFN,NL,West,NL - West
SFN,2000,NL,West,SFN,NL,West,NL - West,SFN,NL,West,NL - West
SFN,2001,NL,West,SFN,NL,West,NL - West,SFN,NL,West,NL - West
SFN,2002,NL,West,SFN,NL,West,NL - West,SFN,NL,West,NL - West
SFN,2003,NL,West,SFN,NL,West,NL - West,SFN,NL,West,NL - West
SFN,2004,NL,West,SFN,NL,West,NL - West,SFN,NL,West,NL - West
SFN,2005,NL,West,SFN,NL,West,NL - West,SFN,NL,West,NL - West
SFN,2006,NL,West,SFN,NL,West,NL - West,SFN,NL,West,NL - West
SFN,2007,NL,West,SFN,NL,West,NL - West,SFN,NL,West,NL - West
SFN,2008,NL,West,SFN,NL,West,NL - West,SFN,NL,West,NL - West
SFN,2009,NL,West,SFN,NL,West,NL - West,SFN,NL,West,NL - West
SFN,2010,NL,West,SFN,NL,West,NL - West,SFN,NL,West,NL - West
SFN,2011,NL,West,SFN,NL,West,NL - West,SFN,NL,West,NL - West
SFN,2012,NL,West,SFN,NL,West,NL - West,SFN,NL,West,NL - West
SFN,2013,NL,West,SFN,NL,West,NL - West,SFN,NL,West,NL - West
SFN,2014,NL,West,SFN,NL,West,NL - West,SFN,NL,West,NL - West
SFN,2015,NL,West,SFN,NL,West,NL - West,SFN,NL,West,NL - West
SFN,2016,NL,West,SFN,NL,West,NL - West,SFN,NL,West,NL - West
SFN,2017,NL,West,SFN,NL,West,NL - West,SFN,NL,West,NL - West
SFN,2018,NL,West,SFN,NL,West,NL - West,SFN,NL,West,NL - West
SFN,2019,NL,West,SFN,NL,West,NL - West,SFN,NL,West,NL - West
SLN,1969,NL,East,SLN,NL,East,NL - East,SLN,NL,East,NL - East
SLN,1970,NL,East,SLN,NL,East,NL - East,SLN,NL,East,NL - East
SLN,1971,NL,East,SLN,NL,East,NL - East,SLN,NL,East,NL - East
SLN,1972,NL,East,SLN,NL,East,NL - East,SLN,NL,East,NL - East
SLN,1973,NL,East,SLN,NL,East,NL - East,SLN,NL,East,NL - East
SLN,1974,NL,East,SLN,NL,East,NL - East,SLN,NL,East,NL - East
SLN,1975,NL,East,SLN,NL,East,NL - East,SLN,NL,East,NL - East
SLN,1976,NL,East,SLN,NL,East,NL - East,SLN,NL,East,NL - East
SLN,1977,NL,East,SLN,NL,East,NL - East,SLN,NL,East,NL - East
SLN,1978,NL,East,SLN,NL,East,NL - East,SLN,NL,East,NL - East
SLN,1979,NL,East,SLN,NL,East,NL - East,SLN,NL,East,NL - East
SLN,1980,NL,East,SLN,NL,East,NL - East,SLN,NL,East,NL - East
SLN,1981,NL,East,SLN,NL,East,NL - East,SLN,NL,East,NL - East
SLN,1982,NL,East,SLN,NL,East,NL - East,SLN,NL,East,NL - East
SLN,1983,NL,East,SLN,NL,East,NL - East,SLN,NL,East,NL - East
SLN,1984,NL,East,SLN,NL,East,NL - East,SLN,NL,East,NL - East
SLN,1985,NL,East,SLN,NL,East,NL - East,SLN,NL,East,NL - East
SLN,1986,NL,East,SLN,NL,East,NL - East,SLN,NL,East,NL - East
SLN,1987,NL,East,SLN,NL,East,NL - East,SLN,NL,East,NL - East
SLN,1988,NL,East,SLN,NL,East,NL - East,SLN,NL,East,NL - East
SLN,1989,NL,East,SLN,NL,East,NL - East,SLN,NL,East,NL - East
SLN,1990,NL,East,SLN,NL,East,NL - East,SLN,NL,East,NL - East
SLN,1991,NL,East,SLN,NL,East,NL - East,SLN,NL,East,NL - East
SLN,1992,NL,East,SLN,NL,East,NL - East,SLN,NL,East,NL - East
SLN,1993,NL,East,SLN,NL,East,NL - East,SLN,NL,East,NL - East
SLN,1994,NL,Central,SLN,NL,Central,NL - Central,SLN,NL,Central,NL - Central
SLN,1995,NL,Central,SLN,NL,Central,NL - Central,SLN,NL,Central,NL - Central
SLN,1996,NL,Central,SLN,NL,Central,NL - Central,SLN,NL,Central,NL - Central
SLN,1997,NL,Central,SLN,NL,Central,NL - Central,SLN,NL,Central,NL - Central
SLN,1998,NL,Central,SLN,NL,Central,NL - Central,SLN,NL,Central,NL - Central
SLN,1999,NL,Central,SLN,NL,Central,NL - Central,SLN,NL,Central,NL - Central
SLN,2000,NL,Central,SLN,NL,Central,NL - Central,SLN,NL,Central,NL - Central
SLN,2001,NL,Central,SLN,NL,Central,NL - Central,SLN,NL,Central,NL - Central
SLN,2002,NL,Central,SLN,NL,Central,NL - Central,SLN,NL,Central,NL - Central
SLN,2003,NL,Central,SLN,NL,Central,NL - Central,SLN,NL,Central,NL - Central
SLN,2004,NL,Central,SLN,NL,Central,NL - Central,SLN,NL,Central,NL - Central
SLN,2005,NL,Central,SLN,NL,Central,NL - Central,SLN,NL,Central,NL - Central
SLN,2006,NL,Central,SLN,NL,Central,NL - Central,SLN,NL,Central,NL - Central
SLN,2007,NL,Central,SLN,NL,Central,NL - Central,SLN,NL,Central,NL - Central
SLN,2008,NL,Central,SLN,NL,Central,NL - Central,SLN,NL,Central,NL - Central
SLN,2009,NL,Central,SLN,NL,Central,NL - Central,SLN,NL,Central,NL - Central
SLN,2010,NL,Central,SLN,NL,Central,NL - Central,SLN,NL,Central,NL - Central
SLN,2011,NL,Central,SLN,NL,Central,NL - Central,SLN,NL,Central,NL - Central
SLN,2012,NL,Central,SLN,NL,Central,NL - Central,SLN,NL,Central,NL - Central
SLN,2013,NL,Central,SLN,NL,Central,NL - Central,SLN,NL,Central,NL - Central
SLN,2014,NL,Central,SLN,NL,Central,NL - Central,SLN,NL,Central,NL - Central
SLN,2015,NL,Central,SLN,NL,Central,NL - Central,SLN,NL,Central,NL - Central
SLN,2016,NL,Central,SLN,NL,Central,NL - Central,SLN,NL,Central,NL - Central
SLN,2017,NL,Central,SLN,NL,Central,NL - Central,SLN,NL,Central,NL - Central
SLN,2018,NL,Central,SLN,NL,Central,NL - Central,SLN,NL,Central,NL - Central
SLN,2019,NL,Central,SLN,NL,Central,NL - Central,SLN,NL,Central,NL - Central
TBA,1998,AL,East,TBA,AL,East,AL - East,TBA,AL,East,AL - East
TBA,1999,AL,East,TBA,AL,East,AL - East,TBA,AL,East,AL - East
TBA,2000,AL,East,TBA,AL,East,AL - East,TBA,AL,East,AL - East
TBA,2001,AL,East,TBA,AL,East,AL - East,TBA,AL,East,AL - East
TBA,2002,AL,East,TBA,AL,East,AL - East,TBA,AL,East,AL - East
TBA,2003,AL,East,TBA,AL,East,AL - East,TBA,AL,East,AL - East
TBA,2004,AL,East,TBA,AL,East,AL - East,TBA,AL,East,AL - East
TBA,2005,AL,East,TBA,AL,East,AL - East,TBA,AL,East,AL - East
TBA,2006,AL,East,TBA,AL,East,AL - East,TBA,AL,East,AL - East
TBA,2007,AL,East,TBA,AL,East,AL - East,TBA,AL,East,AL - East
TBA,2008,AL,East,TBA,AL,East,AL - East,TBA,AL,East,AL - East
TBA,2009,AL,East,TBA,AL,East,AL - East,TBA,AL,East,AL - East
TBA,2010,AL,East,TBA,AL,East,AL - East,TBA,AL,East,AL - East
TBA,2011,AL,East,TBA,AL,East,AL - East,TBA,AL,East,AL - East
TBA,2012,AL,East,TBA,AL,East,AL - East,TBA,AL,East,AL - East
TBA,2013,AL,East,TBA,AL,East,AL - East,TBA,AL,East,AL - East
TBA,2014,AL,East,TBA,AL,East,AL - East,TBA,AL,East,AL - East
TBA,2015,AL,East,TBA,AL,East,AL - East,TBA,AL,East,AL - East
TBA,2016,AL,East,TBA,AL,East,AL - East,TBA,AL,East,AL - East
TBA,2017,AL,East,TBA,AL,East,AL - East,TBA,AL,East,AL - East
TBA,2018,AL,East,TBA,AL,East,AL - East,TBA,AL,East,AL - East
TBA,2019,AL,East,TBA,AL,East,AL - East,TBA,AL,East,AL - East
TEX,1969,AL,East,TEX,AL,East,AL - East,TEX,AL,East,AL - East
TEX,1970,AL,East,TEX,AL,East,AL - East,TEX,AL,East,AL - East
TEX,1971,AL,East,TEX,AL,East,AL - East,TEX,AL,East,AL - East
TEX,1972,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,1973,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,1974,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,1975,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,1976,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,1977,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,1978,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,1979,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,1980,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,1981,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,1982,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,1983,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,1984,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,1985,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,1986,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,1987,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,1988,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,1989,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,1990,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,1991,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,1992,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,1993,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,1994,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,1995,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,1996,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,1997,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,1998,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,1999,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,2000,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,2001,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,2002,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,2003,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,2004,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,2005,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,2006,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,2007,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,2008,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,2009,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,2010,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,2011,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,2012,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,2013,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,2014,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,2015,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,2016,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,2017,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,2018,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TEX,2019,AL,West,TEX,AL,West,AL - West,TEX,AL,West,AL - West
TOR,1977,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,1978,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,1979,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,1980,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,1981,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,1982,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,1983,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,1984,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,1985,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,1986,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,1987,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,1988,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,1989,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,1990,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,1991,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,1992,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,1993,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,1994,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,1995,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,1996,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,1997,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,1998,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,1999,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,2000,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,2001,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,2002,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,2003,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,2004,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,2005,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,2006,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,2007,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,2008,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,2009,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,2010,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,2011,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,2012,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,2013,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,2014,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,2015,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,2016,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,2017,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,2018,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
TOR,2019,AL,East,TOR,AL,East,AL - East,TOR,AL,East,AL - East
WAS,1969,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,1970,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,1971,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,1972,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,1973,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,1974,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,1975,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,1976,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,1977,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,1978,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,1979,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,1980,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,1981,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,1982,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,1983,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,1984,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,1985,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,1986,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,1987,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,1988,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,1989,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,1990,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,1991,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,1992,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,1993,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,1994,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,1995,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,1996,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,1997,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,1998,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,1999,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,2000,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,2001,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,2002,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,2003,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,2004,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,2005,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,2006,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,2007,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,2008,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,2009,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,2010,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,2011,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,2012,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,2013,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,2014,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,2015,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,2016,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,2017,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,2018,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
WAS,2019,NL,East,WAS,NL,East,NL - East,WAS,NL,East,NL - East
