epoch,event_id,date,day,year,doubleheader,pit_team_is_home,game_stat,pit_bat,pit_id,pit_id_y,pitcher,pit_first,pit_last,bat_id,bat_id_y,batter,bat_first,bat_last,bat_team_score,fld_team_score,fld_team_run_diff,pit_team_is_ahead,pit_team_is_behind,bases_state,risp,inning,half_inning,outs_ct,balls,strikes,num_pitches,pit_count,count_status,missing_balls_strikes,missing_pit_count,missing_pitch_type,velocity,missing_velocity,low_velocity,avg_velocity,high_velocity,rbi_on_play,win_prob_added,base_out_runs_added,leverage_index,win_team,pit_removed,bat_removed,pit_ejected,bat_ejected,any_ejection,ejections_ct,umpire,ejections_pl,ejection_des,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,pit_league_AL,pit_league_NL,pit_division_Central,pit_division_East,pit_division_West,pit_lg_div_AL - Central,pit_lg_div_AL - East,pit_lg_div_AL - West,pit_lg_div_NL - Central,pit_lg_div_NL - East,pit_lg_div_NL - West,bat_league_AL,bat_league_NL,bat_division_Central,bat_division_East,bat_division_West,bat_lg_div_AL - Central,bat_lg_div_AL - East,bat_lg_div_AL - West,bat_lg_div_NL - Central,bat_lg_div_NL - East,bat_lg_div_NL - West,game_type_Division,game_type_Interleague,game_type_Intraleague,pit_team_ANA,pit_team_ARI,pit_team_ATL,pit_team_BAL,pit_team_BOS,pit_team_CHA,pit_team_CHN,pit_team_CIN,pit_team_CLE,pit_team_COL,pit_team_DET,pit_team_HOU,pit_team_KCA,pit_team_LAN,pit_team_MIA,pit_team_MIL,pit_team_MIN,pit_team_NYA,pit_team_NYN,pit_team_OAK,pit_team_PHI,pit_team_PIT,pit_team_SDN,pit_team_SEA,pit_team_SFN,pit_team_SLN,pit_team_TBA,pit_team_TEX,pit_team_TOR,pit_team_WAS,throws_L,throws_R,bat_team_ANA,bat_team_ARI,bat_team_ATL,bat_team_BAL,bat_team_BOS,bat_team_CHA,bat_team_CHN,bat_team_CIN,bat_team_CLE,bat_team_COL,bat_team_DET,bat_team_HOU,bat_team_KCA,bat_team_LAN,bat_team_MIA,bat_team_MIL,bat_team_MIN,bat_team_NYA,bat_team_NYN,bat_team_OAK,bat_team_PHI,bat_team_PIT,bat_team_SDN,bat_team_SEA,bat_team_SFN,bat_team_SLN,bat_team_TBA,bat_team_TEX,bat_team_TOR,bat_team_WAS,bats_L,bats_R,position_1B,position_2B,position_3B,position_C,position_CF,position_DH,position_LF,position_P,position_PH_PR,position_RF,position_SS,position_group_DH_PH_PR,position_group_Infielder,position_group_Outfielder,position_group_Pitcher_Catcher,lineup_spot_1,lineup_spot_2,lineup_spot_3,lineup_spot_4,lineup_spot_5,lineup_spot_6,lineup_spot_7,lineup_spot_8,lineup_spot_9,fld_run_diff_Down by 1 run,fld_run_diff_Down by 2 to 3 runs,fld_run_diff_Down by 4 to 6 runs,fld_run_diff_Down by 7 or more runs,fld_run_diff_Tie score,fld_run_diff_Up by 1 run,fld_run_diff_Up by 2 to 3 runs,fld_run_diff_Up by 4 to 6 runs,fld_run_diff_Up by 7 or more runs,runners_on_1st,runners_on_1st_2nd,runners_on_1st_3rd,runners_on_2nd,runners_on_2nd_3rd,runners_on_3rd,runners_on_empty,runners_on_full,half_Bot,half_Top,inning_rec_1,inning_rec_2,inning_rec_3,inning_rec_4,inning_rec_5,inning_rec_6,inning_rec_7,inning_rec_8,inning_rec_9,inning_rec_10,the_count_0-0,the_count_0-1,the_count_0-2,the_count_1-0,the_count_1-1,the_count_1-2,the_count_2-0,the_count_2-1,the_count_2-2,the_count_3-0,the_count_3-1,the_count_3-2,the_count_Unknown,pitch_type_Changeup (CH),"pitch_type_Curveball (CU, CS)",pitch_type_Cutter (FC),pitch_type_Fastball (FA),pitch_type_Knuckleball (KN),pitch_type_Sinker (SI),"pitch_type_Slider (SL, SB)",pitch_type_Splitter (FS),velocity_range_70-79 mph,velocity_range_80-89 mph,velocity_range_90-95 mph,velocity_range_96+ mph,velocity_range_Under 70 mph,velocity_range_Unknown,winning_team_Team batting,winning_team_Team pitching,winning_team_Tie,velocity_missing,kproto_new_8,seg0_prob,seg1_prob,seg2_prob,seg3_prob,seg4_prob,seg5_prob,seg6_prob,seg7_prob
3,44376,2009-06-02,2,2009,0,0,1,Vicente Padilla --> Mark Teixeira,679,padilvi01,Vicente Padilla,Vicente,Padilla,16631,teixema01,Mark Teixeira,Mark,Teixeira,2,0,-2,0,1,_23,1,2,b2,2,2.0,0.0,3,3 (2-0),Batter ahead,0,0,1,,1,,,0,0,0.01,0.17,1.41,NYA,0,0,0,0,0,0,Doug Eddings,,,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,1,0,0,1,5,9.725971e-08,4.5564498e-06,3.4348375e-07,2.652855e-07,4.966986e-06,0.99998915,5.1318466e-07,1.02678534e-07
3,44377,2009-06-02,2,2009,0,1,2,A.J. Burnett --> Elvis Andrus,493,burnea.01,A.J. Burnett,A.J.,Burnett,46980,andruel01,Elvis Andrus,Elvis,Andrus,3,2,-1,0,1,___,0,4,t4,1,0.0,1.0,2,2 (0-1),Pitcher ahead,0,0,1,,1,,,0,0,0.03,0.28,0.7,NYA,0,0,0,0,0,0,Doug Eddings,,,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,0,1,0,1,5,9.322146e-08,2.587061e-07,1.0123225e-07,8.669513e-06,4.4192697e-07,0.99999034,2.5136103e-08,2.8240967e-08
3,44378,2009-06-02,2,2009,0,0,3,Vicente Padilla --> Mark Teixeira,679,padilvi01,Vicente Padilla,Vicente,Padilla,16631,teixema01,Mark Teixeira,Mark,Teixeira,3,3,0,0,0,1_3,1,4,b4,1,0.0,0.0,1,1 (0-0),Even,0,0,1,,1,,,0,0,0.03,0.4,2.06,NYA,0,0,0,0,0,0,Doug Eddings,,,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,1,0,0,1,5,6.791457e-06,0.011396433,6.399825e-06,0.44231716,1.6563132e-05,0.5462487,1.1727318e-06,6.8147033e-06
3,44420,2009-06-08,8,2009,0,0,2,Zach Duke --> Brian McCann,45522,dukeza01,Zach Duke,Zach,Duke,45449,mccanbr01,Brian McCann,Brian,McCann,2,0,-2,0,1,___,0,1,b1,1,0.0,0.0,1,1 (0-0),Even,0,0,1,,1,,,0,0,0.02,0.26,0.45,ATL,0,0,0,0,0,0,Brian Knight,,,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,1,0,0,1,5,1.1787392e-08,2.3466008e-08,1.9182733e-07,0.0003867124,2.7633226e-07,0.99961275,5.952885e-08,3.1119324e-08
3,44482,2009-06-13,13,2009,0,1,1,Sergio Escalona --> J.D. Drew,47624,escalse01,Sergio Escalona,Sergio,Escalona,174,drewj.01,J.D. Drew,J.D.,Drew,8,5,-3,0,1,_2_,1,7,t7,0,3.0,2.0,6,6 (3-2),Full,0,0,1,,1,,,0,0,0.01,0.37,0.44,BOS,0,0,0,0,0,0,Jim Joyce,,,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,0,1,1,0,0,1,5,7.445294e-05,2.6116828e-07,7.955518e-06,3.4175723e-06,5.0167264e-06,0.9997913,0.000116540825,9.878407e-07
3,44551,2009-06-25,25,2009,0,1,1,Clayton Richard --> Russell Martin,48674,richacl01,Clayton Richard,Clayton,Richard,45447,martiru01,Russell Martin,Russell,Martin,0,0,0,0,0,___,0,1,t1,1,2.0,1.0,4,4 (2-1),Batter ahead,0,0,1,,1,,,0,0,0.02,0.28,0.63,CHA,0,0,0,0,0,0,Paul Schrieber,,,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,0,1,0,1,5,2.8004644e-07,2.9269066e-07,6.23079e-07,1.9878732e-07,1.0256396e-05,0.9999865,1.7345856e-06,1.19123634e-07
3,44621,2009-07-02,2,2009,0,0,1,Alberto Arias --> Adrian Gonzalez,46988,ariasal02,Alberto Arias,Alberto,Arias,31485,gonzaad01,Adrian Gonzalez,Adrian,Gonzalez,1,6,5,1,0,_2_,1,8,b8,0,0.0,1.0,2,2 (0-1),Pitcher ahead,0,0,1,,1,,,0,0,0.02,0.36,0.54,HOU,0,0,0,0,0,0,Laz Diaz,,,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,0,1,0,1,5,1.8847366e-07,1.5805294e-07,2.3993948e-07,3.2789768e-07,1.6075289e-07,0.9999988,2.381398e-08,3.4303575e-08
3,44710,2009-07-18,18,2009,0,1,1,Tomo Ohka --> Franklin Gutierrez,415,ohkato01,Tomo Ohka,Tomo,Ohka,36436,gutiefr01,Franklin Gutierrez,Franklin,Gutierrez,0,0,0,0,0,___,0,2,t2,1,2.0,1.0,4,4 (2-1),Batter ahead,0,0,1,,1,,,0,0,0.03,0.26,0.66,SEA,0,0,0,0,0,0,Dana DeMuth,,,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,1,0,0,1,5,2.0850659e-07,2.6474735e-08,1.3982353e-07,4.49825e-08,6.7887618e-06,0.99999225,5.685412e-07,2.7932826e-08
3,44722,2009-07-19,19,2009,0,1,1,Kerry Wood --> Jose Lopez,275,woodke02,Kerry Wood,Kerry,Wood,31678,lopezjo01,Jose Lopez,Jose,Lopez,4,3,-1,0,1,1_3,1,9,t9,0,2.0,2.0,7,7 (2-2),Even,0,0,1,,1,,,0,0,0.01,0.5,0.76,SEA,0,0,0,0,0,0,Chad Fairchild,,,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,1,0,0,1,5,4.7869235e-05,5.354345e-07,5.876581e-06,3.8577878e-06,1.0661388e-05,0.994193,0.0057350034,3.1720222e-06
3,44797,2009-07-27,27,2009,0,0,1,Josh Geer --> Laynce Nix,47517,geerjo01,Josh Geer,Josh,Geer,31708,nixla01,Laynce Nix,Laynce,Nix,5,0,-5,0,1,___,0,4,b4,0,2.0,1.0,4,4 (2-1),Batter ahead,0,0,1,,1,,,0,0,0.01,0.38,0.2,CIN,0,0,0,0,0,0,Phil Cuzzi,,,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,1,0,0,1,5,2.1455162e-07,6.6571535e-09,1.3856973e-07,2.5843562e-07,9.200996e-09,0.999998,1.340049e-06,2.1584857e-08
3,44826,2009-07-30,30,2009,0,1,2,Carlos Fisher --> Tim Stauffer,47588,fisheca01,Carlos Fisher,Carlos,Fisher,45617,staufti01,Tim Stauffer,Tim,Stauffer,6,1,-5,0,1,___,0,6,t6,0,0.0,0.0,1,1 (0-0),Even,0,0,1,,1,,,0,0,0.01,0.38,0.18,SDN,0,0,0,0,0,0,Jerry Crawford,,,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,1,0,0,1,5,2.047142e-06,1.2205406e-08,2.892388e-07,2.071774e-05,6.4956714e-07,0.99997616,3.258837e-08,4.4784706e-08
3,45002,2009-08-17,17,2009,0,1,1,Tommy Hanson --> Augie Ojeda,52080,hansoto01,Tommy Hanson,Tommy,Hanson,262,ojedaau01,Augie Ojeda,Augie,Ojeda,0,0,0,0,0,_2_,1,2,t2,2,1.0,0.0,2,2 (1-0),Batter ahead,0,0,1,,1,,,0,0,0.01,0.11,1.21,ATL,0,0,0,0,0,0,Dana DeMuth,,,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,0,1,0,1,5,5.190473e-07,4.575366e-06,2.1752614e-06,3.9337593e-07,0.00022272498,0.9997681,1.1316307e-06,4.363362e-07
3,45003,2009-08-17,17,2009,0,0,2,Max Scherzer --> Matt Diaz,56753,scherma01,Max Scherzer,Max,Scherzer,34729,diazma02,Matt Diaz,Matt,Diaz,2,0,-2,0,1,__3,1,3,b3,1,1.0,1.0,3,3 (1-1),Even,0,0,1,,1,,,0,0,0.01,0.24,1.01,ATL,0,0,0,0,0,0,Dana DeMuth,,,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,1,0,0,1,5,7.436428e-08,6.11275e-07,3.1685715e-07,0.0024505618,4.004346e-07,0.9975477,1.9503103e-07,1.0178361e-07
3,45004,2009-08-17,17,2009,0,0,3,Max Scherzer --> Yunel Escobar,56753,scherma01,Max Scherzer,Max,Scherzer,49341,escobyu01,Yunel Escobar,Yunel,Escobar,3,0,-3,0,1,12_,1,3,b3,2,0.0,0.0,1,1 (0-0),Even,0,0,1,,1,,,0,0,0.01,0.33,0.82,ATL,0,0,0,0,0,0,Dana DeMuth,,,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,1,0,0,1,5,1.3534591e-06,3.2205605e-06,1.814851e-06,0.04740896,2.5029769e-05,0.9525582,6.250729e-07,6.9756135e-07
3,45045,2009-08-22,22,2009,0,0,2,Shawn Kelley --> Kelly Shoppach,56533,kellesh01,Shawn Kelley,Shawn,Kelley,31726,shoppke01,Kelly Shoppach,Kelly,Shoppach,3,3,0,0,0,___,0,9,b9,2,1.0,0.0,2,2 (1-0),Batter ahead,0,0,1,,1,,,0,0,0.03,0.13,1.41,CLE,0,0,0,0,0,0,Phil Cuzzi,,,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,1,0,0,1,5,2.2258102e-07,1.0223004e-05,7.0706153e-07,1.1836559e-06,3.3767603e-05,0.9999536,1.5743804e-07,1.5446228e-07
3,45094,2009-08-29,29,2009,0,0,1,Ricky Romero --> Jason Bay,48728,romerri01,Ricky Romero,Ricky,Romero,31518,bayja01,Jason Bay,Jason,Bay,1,0,-1,0,1,___,0,2,b2,0,2.0,2.0,5,5 (2-2),Even,0,0,1,,1,,,0,0,0.03,0.4,0.79,BOS,0,0,0,0,0,0,Fieldin Culbreth,,,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,1,0,0,1,5,0.00010658329,8.824456e-08,9.60833e-07,6.925388e-07,1.3561171e-07,0.99988055,1.0697621e-05,3.159948e-07
3,45127,2009-09-02,2,2009,0,0,1,Dave Bush --> Chris Carpenter,33335,bushda01,Dave Bush,Dave,Bush,975,carpech01,Chris Carpenter,Chris,Carpenter,0,1,1,1,0,12_,1,2,b2,0,0.0,0.0,1,1 (0-0),Even,0,0,1,,1,,,0,0,0.08,0.85,2.19,SLN,0,0,0,0,0,0,Mike Muchlinski,,,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,1,0,0,1,7,3.756069e-06,1.120448e-06,5.7161728e-08,1.6777445e-08,8.4524325e-09,0.00018732541,4.6908074e-08,0.99980766
3,45281,2009-09-20,20,2009,0,0,2,Esmailin Caridad --> Matt Holliday,58129,carides01,Esmailin Caridad,Esmailin,Caridad,37052,hollima01,Matt Holliday,Matt,Holliday,3,3,0,0,0,12_,1,9,b9,1,1.0,2.0,5,5 (1-2),Pitcher ahead,0,0,1,,1,,,0,0,0.13,0.66,4.31,CHN,0,0,0,0,0,0,Todd Tichenor,,,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,0,1,0,1,7,1.1991814e-06,1.302333e-05,9.18429e-08,1.4111676e-07,1.0959074e-08,0.00016882212,1.9405759e-07,0.9998166
3,45283,2009-09-20,20,2009,0,1,2,Doug Mathis --> Erick Aybar,48072,mathido01,Doug Mathis,Doug,Mathis,32318,aybarer01,Erick Aybar,Erick,Aybar,10,5,-5,0,1,___,0,8,t8,2,2.0,1.0,4,4 (2-1),Batter ahead,0,0,1,,1,,,0,0,0.0,0.14,0.04,ANA,0,0,0,0,0,0,Mike DiMuro,,,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,1,0,0,1,5,1.9648778e-06,3.2765129e-06,1.3257608e-05,0.000102880535,0.0050529707,0.9947542,6.9658345e-05,1.7398061e-06
